County Number,County Name,ESC Region Served,ESC Region PEIMS,ESC Region Geographic,District Number,District Name,District Type,NCES District ID,District Street Address,District City,District Zip,District Enrollment as of Oct 2021,School Number,School Enrollment as of Oct 2021
'174,NACOGDOCHES COUNTY,'07,'07,'07,'174906,WODEN ISD,INDEPENDENT,'4846320,P O BOX 100,WODEN,75978-0100,760,'174906101,402
'174,NACOGDOCHES COUNTY,'07,'07,'07,'174908,CENTRAL HEIGHTS ISD,INDEPENDENT,'4813440,10317 US HWY 259 N,NACOGDOCHES,75965-9584,1137,'174908001,337
'174,NACOGDOCHES COUNTY,'07,'07,'07,'174908,CENTRAL HEIGHTS ISD,INDEPENDENT,'4813440,10317 US HWY 259 N,NACOGDOCHES,75965-9584,1137,'174908041,284
'174,NACOGDOCHES COUNTY,'07,'07,'07,'174908,CENTRAL HEIGHTS ISD,INDEPENDENT,'4813440,10317 US HWY 259 N,NACOGDOCHES,75965-9584,1137,'174908101,516
'174,NACOGDOCHES COUNTY,'07,'07,'07,'174909,MARTINSVILLE ISD,INDEPENDENT,'4829250,P O BOX 100,MARTINSVILLE,75958-0100,345,'174909001,345
'174,NACOGDOCHES COUNTY,'07,'07,'07,'174910,ETOILE ISD,INDEPENDENT,'4818660,P O BOX 98,ETOILE,75944-0098,94,'174910101,94
'174,NACOGDOCHES COUNTY,'07,'07,'07,'174911,DOUGLASS ISD,INDEPENDENT,'4817460,P O BOX 38,DOUGLASS,75943-0038,457,'174911001,457
'175,NAVARRO COUNTY,'12,'12,'12,'175902,BLOOMING GROVE ISD,INDEPENDENT,'4810470,P O BOX 258,BLOOMING GROVE,76626-0258,903,'175902001,275
'175,NAVARRO COUNTY,'12,'12,'12,'175902,BLOOMING GROVE ISD,INDEPENDENT,'4810470,P O BOX 258,BLOOMING GROVE,76626-0258,903,'175902041,194
'175,NAVARRO COUNTY,'12,'12,'12,'175902,BLOOMING GROVE ISD,INDEPENDENT,'4810470,P O BOX 258,BLOOMING GROVE,76626-0258,903,'175902101,434
'175,NAVARRO COUNTY,'12,'12,'12,'175903,CORSICANA ISD,INDEPENDENT,'4815330,2200 W 4TH AVE,CORSICANA,75110-3298,6006,'175903001,1761
'175,NAVARRO COUNTY,'12,'12,'12,'175903,CORSICANA ISD,INDEPENDENT,'4815330,2200 W 4TH AVE,CORSICANA,75110-3298,6006,'175903041,935
'175,NAVARRO COUNTY,'12,'12,'12,'175903,CORSICANA ISD,INDEPENDENT,'4815330,2200 W 4TH AVE,CORSICANA,75110-3298,6006,'175903042,864
'175,NAVARRO COUNTY,'12,'12,'12,'175903,CORSICANA ISD,INDEPENDENT,'4815330,2200 W 4TH AVE,CORSICANA,75110-3298,6006,'175903101,567
'175,NAVARRO COUNTY,'12,'12,'12,'175903,CORSICANA ISD,INDEPENDENT,'4815330,2200 W 4TH AVE,CORSICANA,75110-3298,6006,'175903102,581
'175,NAVARRO COUNTY,'12,'12,'12,'175903,CORSICANA ISD,INDEPENDENT,'4815330,2200 W 4TH AVE,CORSICANA,75110-3298,6006,'175903103,392
'175,NAVARRO COUNTY,'12,'12,'12,'175903,CORSICANA ISD,INDEPENDENT,'4815330,2200 W 4TH AVE,CORSICANA,75110-3298,6006,'175903105,426
'175,NAVARRO COUNTY,'12,'12,'12,'175903,CORSICANA ISD,INDEPENDENT,'4815330,2200 W 4TH AVE,CORSICANA,75110-3298,6006,'175903107,480
'175,NAVARRO COUNTY,'12,'12,'12,'175904,DAWSON ISD,INDEPENDENT,'4816380,199 N SCHOOL AVE,DAWSON,76639,526,'175904001,252
'175,NAVARRO COUNTY,'12,'12,'12,'175904,DAWSON ISD,INDEPENDENT,'4816380,199 N SCHOOL AVE,DAWSON,76639,526,'175904002,0
'175,NAVARRO COUNTY,'12,'12,'12,'175904,DAWSON ISD,INDEPENDENT,'4816380,199 N SCHOOL AVE,DAWSON,76639,526,'175904101,274
'175,NAVARRO COUNTY,'12,'12,'12,'175905,FROST ISD,INDEPENDENT,'4820040,P O BOX K,FROST,76641-0910,439,'175905001,234
'175,NAVARRO COUNTY,'12,'12,'12,'175905,FROST ISD,INDEPENDENT,'4820040,P O BOX K,FROST,76641-0910,439,'175905002,7
'175,NAVARRO COUNTY,'12,'12,'12,'175905,FROST ISD,INDEPENDENT,'4820040,P O BOX K,FROST,76641-0910,439,'175905101,198
'175,NAVARRO COUNTY,'12,'12,'12,'175907,KERENS ISD,INDEPENDENT,'4825530,200 BOBCAT LN,KERENS,75144,552,'175907001,552
'175,NAVARRO COUNTY,'12,'12,'12,'175910,MILDRED ISD,INDEPENDENT,'4830720,5475 S HWY 287,CORSICANA,75109-9328,834,'175910001,453
'175,NAVARRO COUNTY,'12,'12,'12,'175910,MILDRED ISD,INDEPENDENT,'4830720,5475 S HWY 287,CORSICANA,75109-9328,834,'175910101,381
'175,NAVARRO COUNTY,'12,'12,'12,'175911,RICE ISD,INDEPENDENT,'4836960,1302 SW MCKINNEY ST,RICE,75155,997,'175911001,291
'175,NAVARRO COUNTY,'12,'12,'12,'175911,RICE ISD,INDEPENDENT,'4836960,1302 SW MCKINNEY ST,RICE,75155,997,'175911042,306
'175,NAVARRO COUNTY,'12,'12,'12,'175911,RICE ISD,INDEPENDENT,'4836960,1302 SW MCKINNEY ST,RICE,75155,997,'175911101,400
'176,NEWTON COUNTY,'05,'05,'05,'176901,BURKEVILLE ISD,INDEPENDENT,'4812150,P O BOX 218,BURKEVILLE,75932-0218,232,'176901001,232
'176,NEWTON COUNTY,'05,'05,'05,'176902,NEWTON ISD,INDEPENDENT,'4832730,720 RUSK ST,NEWTON,75966,964,'176902002,260
'176,NEWTON COUNTY,'05,'05,'05,'176902,NEWTON ISD,INDEPENDENT,'4832730,720 RUSK ST,NEWTON,75966,964,'176902041,308
'176,NEWTON COUNTY,'05,'05,'05,'176902,NEWTON ISD,INDEPENDENT,'4832730,720 RUSK ST,NEWTON,75966,964,'176902104,396
'176,NEWTON COUNTY,'05,'05,'05,'176903,DEWEYVILLE ISD,INDEPENDENT,'4817010,P O BOX 408,DEWEYVILLE,77614-0408,530,'176903001,261
'176,NEWTON COUNTY,'05,'05,'05,'176903,DEWEYVILLE ISD,INDEPENDENT,'4817010,P O BOX 408,DEWEYVILLE,77614-0408,530,'176903101,269
'177,NOLAN COUNTY,'14,'14,'14,'177901,ROSCOE COLLEGIATE ISD,INDEPENDENT,'4837860,P O BOX 579,ROSCOE,79545-0579,3081,'177901001,272
'177,NOLAN COUNTY,'14,'14,'14,'177901,ROSCOE COLLEGIATE ISD,INDEPENDENT,'4837860,P O BOX 579,ROSCOE,79545-0579,3081,'177901101,258
'177,NOLAN COUNTY,'14,'14,'14,'177901,ROSCOE COLLEGIATE ISD,INDEPENDENT,'4837860,P O BOX 579,ROSCOE,79545-0579,3081,'177901102,107
'177,NOLAN COUNTY,'14,'14,'14,'177901,ROSCOE COLLEGIATE ISD,INDEPENDENT,'4837860,P O BOX 579,ROSCOE,79545-0579,3081,'177901104,2444
'177,NOLAN COUNTY,'14,'14,'14,'177902,SWEETWATER ISD,INDEPENDENT,'4842030,207 MUSGROVE ST,SWEETWATER,79556-5321,2054,'177902001,587
'177,NOLAN COUNTY,'14,'14,'14,'177902,SWEETWATER ISD,INDEPENDENT,'4842030,207 MUSGROVE ST,SWEETWATER,79556-5321,2054,'177902004,0
'177,NOLAN COUNTY,'14,'14,'14,'177902,SWEETWATER ISD,INDEPENDENT,'4842030,207 MUSGROVE ST,SWEETWATER,79556-5321,2054,'177902041,478
'177,NOLAN COUNTY,'14,'14,'14,'177902,SWEETWATER ISD,INDEPENDENT,'4842030,207 MUSGROVE ST,SWEETWATER,79556-5321,2054,'177902101,72
'177,NOLAN COUNTY,'14,'14,'14,'177902,SWEETWATER ISD,INDEPENDENT,'4842030,207 MUSGROVE ST,SWEETWATER,79556-5321,2054,'177902102,254
'177,NOLAN COUNTY,'14,'14,'14,'177902,SWEETWATER ISD,INDEPENDENT,'4842030,207 MUSGROVE ST,SWEETWATER,79556-5321,2054,'177902104,405
'177,NOLAN COUNTY,'14,'14,'14,'177902,SWEETWATER ISD,INDEPENDENT,'4842030,207 MUSGROVE ST,SWEETWATER,79556-5321,2054,'177902105,258
'177,NOLAN COUNTY,'14,'14,'14,'177903,BLACKWELL CISD,INDEPENDENT,'4800005,P O BOX 505,BLACKWELL,79506-0505,155,'177903001,155
'177,NOLAN COUNTY,'14,'14,'14,'177903,BLACKWELL CISD,INDEPENDENT,'4800005,P O BOX 505,BLACKWELL,79506-0505,155,'177903004,0
'177,NOLAN COUNTY,'14,'14,'14,'177905,HIGHLAND ISD,INDEPENDENT,'4823190,6625 FM 608,ROSCOE,79545-9801,226,'177905001,226
'178,NUECES COUNTY,'02,'02,'02,'178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,CHARTER,'4800025,4129 GREENWOOD DR,CORPUS CHRISTI,78416,166,'178801001,166
'178,NUECES COUNTY,'02,'02,'02,'178807,CORPUS CHRISTI MONTESSORI SCHOOL,CHARTER,'4800279,822 AYRES ST,CORPUS CHRISTI,78404,121,'178807101,121
'178,NUECES COUNTY,'02,'02,'02,'178808,SEASHORE CHARTER SCHOOLS,CHARTER,'4800289,15801 S PADRE ISLAND DR,CORPUS CHRISTI,78418,495,'178808041,220
'178,NUECES COUNTY,'02,'02,'02,'178808,SEASHORE CHARTER SCHOOLS,CHARTER,'4800289,15801 S PADRE ISLAND DR,CORPUS CHRISTI,78418,495,'178808101,275
'178,NUECES COUNTY,'02,'02,'02,'178901,AGUA DULCE ISD,INDEPENDENT,'4807530,P O BOX 250,AGUA DULCE,78330-0250,400,'178901001,222
'178,NUECES COUNTY,'02,'02,'02,'178901,AGUA DULCE ISD,INDEPENDENT,'4807530,P O BOX 250,AGUA DULCE,78330-0250,400,'178901101,178
'178,NUECES COUNTY,'02,'02,'02,'178902,BISHOP CISD,INDEPENDENT,'4810260,719 E SIXTH ST,BISHOP,78343-2708,1460,'178902001,551
'178,NUECES COUNTY,'02,'02,'02,'178902,BISHOP CISD,INDEPENDENT,'4810260,719 E SIXTH ST,BISHOP,78343-2708,1460,'178902003,0
'178,NUECES COUNTY,'02,'02,'02,'178902,BISHOP CISD,INDEPENDENT,'4810260,719 E SIXTH ST,BISHOP,78343-2708,1460,'178902041,343
'178,NUECES COUNTY,'02,'02,'02,'178902,BISHOP CISD,INDEPENDENT,'4810260,719 E SIXTH ST,BISHOP,78343-2708,1460,'178902101,233
'178,NUECES COUNTY,'02,'02,'02,'178902,BISHOP CISD,INDEPENDENT,'4810260,719 E SIXTH ST,BISHOP,78343-2708,1460,'178902102,232
'178,NUECES COUNTY,'02,'02,'02,'178902,BISHOP CISD,INDEPENDENT,'4810260,719 E SIXTH ST,BISHOP,78343-2708,1460,'178902103,101
'178,NUECES COUNTY,'02,'02,'02,'178903,CALALLEN ISD,INDEPENDENT,'4812420,4205 WILDCAT DR,CORPUS CHRISTI,78410-5198,3868,'178903001,1172
'178,NUECES COUNTY,'02,'02,'02,'178903,CALALLEN ISD,INDEPENDENT,'4812420,4205 WILDCAT DR,CORPUS CHRISTI,78410-5198,3868,'178903003,-1
'178,NUECES COUNTY,'02,'02,'02,'178903,CALALLEN ISD,INDEPENDENT,'4812420,4205 WILDCAT DR,CORPUS CHRISTI,78410-5198,3868,'178903041,964
'178,NUECES COUNTY,'02,'02,'02,'178903,CALALLEN ISD,INDEPENDENT,'4812420,4205 WILDCAT DR,CORPUS CHRISTI,78410-5198,3868,'178903103,-1
'178,NUECES COUNTY,'02,'02,'02,'178903,CALALLEN ISD,INDEPENDENT,'4812420,4205 WILDCAT DR,CORPUS CHRISTI,78410-5198,3868,'178903104,594
'178,NUECES COUNTY,'02,'02,'02,'178903,CALALLEN ISD,INDEPENDENT,'4812420,4205 WILDCAT DR,CORPUS CHRISTI,78410-5198,3868,'178903105,590
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904001,1562
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904002,1481
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904003,1522
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904004,1407
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904005,1690
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904008,402
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904009,185
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904012,6
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904014,266
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904015,2039
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904041,916
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904043,586
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904046,872
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904047,661
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904048,626
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904049,506
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904050,502
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904054,67
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904055,722
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904056,825
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904057,996
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904101,211
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904104,491
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904106,555
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904107,521
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904108,312
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904110,227
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904111,347
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904115,513
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904116,363
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904117,297
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904118,353
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904121,268
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904122,358
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904123,317
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904124,237
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904125,300
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904127,533
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904130,334
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904132,372
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904134,490
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904136,401
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904138,702
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904139,585
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904140,307
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904141,277
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904142,422
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904146,361
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904148,522
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904149,600
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904150,488
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904151,496
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904152,627
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904153,138
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904154,476
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904157,668
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904158,867
'178,NUECES COUNTY,'02,'02,'02,'178904,CORPUS CHRISTI ISD,INDEPENDENT,'4815270,P O BOX 110,CORPUS CHRISTI,78403-0110,33175,'178904160,0
'178,NUECES COUNTY,'02,'02,'02,'178905,DRISCOLL ISD,INDEPENDENT,'4817550,P O BOX 238,DRISCOLL,78351-0238,277,'178905041,277
'178,NUECES COUNTY,'02,'02,'02,'178906,LONDON ISD,INDEPENDENT,'4827990,1306 FM 43,CORPUS CHRISTI,78415-9713,1428,'178906001,466
'178,NUECES COUNTY,'02,'02,'02,'178906,LONDON ISD,INDEPENDENT,'4827990,1306 FM 43,CORPUS CHRISTI,78415-9713,1428,'178906041,354
'178,NUECES COUNTY,'02,'02,'02,'178906,LONDON ISD,INDEPENDENT,'4827990,1306 FM 43,CORPUS CHRISTI,78415-9713,1428,'178906101,299
'178,NUECES COUNTY,'02,'02,'02,'178906,LONDON ISD,INDEPENDENT,'4827990,1306 FM 43,CORPUS CHRISTI,78415-9713,1428,'178906103,309
'178,NUECES COUNTY,'02,'02,'02,'178908,PORT ARANSAS ISD,INDEPENDENT,'4835370,100 S STATION ST,PORT ARANSAS,78373,524,'178908001,194
'178,NUECES COUNTY,'02,'02,'02,'178908,PORT ARANSAS ISD,INDEPENDENT,'4835370,100 S STATION ST,PORT ARANSAS,78373,524,'178908002,0
'178,NUECES COUNTY,'02,'02,'02,'178908,PORT ARANSAS ISD,INDEPENDENT,'4835370,100 S STATION ST,PORT ARANSAS,78373,524,'178908041,126
'178,NUECES COUNTY,'02,'02,'02,'178908,PORT ARANSAS ISD,INDEPENDENT,'4835370,100 S STATION ST,PORT ARANSAS,78373,524,'178908101,204
'178,NUECES COUNTY,'02,'02,'02,'178909,ROBSTOWN ISD,INDEPENDENT,'4837440,801 N 1ST ST,ROBSTOWN,78380-2608,2480,'178909001,718
'178,NUECES COUNTY,'02,'02,'02,'178909,ROBSTOWN ISD,INDEPENDENT,'4837440,801 N 1ST ST,ROBSTOWN,78380-2608,2480,'178909004,0
'178,NUECES COUNTY,'02,'02,'02,'178909,ROBSTOWN ISD,INDEPENDENT,'4837440,801 N 1ST ST,ROBSTOWN,78380-2608,2480,'178909005,27
'178,NUECES COUNTY,'02,'02,'02,'178909,ROBSTOWN ISD,INDEPENDENT,'4837440,801 N 1ST ST,ROBSTOWN,78380-2608,2480,'178909041,549
'178,NUECES COUNTY,'02,'02,'02,'178909,ROBSTOWN ISD,INDEPENDENT,'4837440,801 N 1ST ST,ROBSTOWN,78380-2608,2480,'178909101,226
'178,NUECES COUNTY,'02,'02,'02,'178909,ROBSTOWN ISD,INDEPENDENT,'4837440,801 N 1ST ST,ROBSTOWN,78380-2608,2480,'178909103,343
'178,NUECES COUNTY,'02,'02,'02,'178909,ROBSTOWN ISD,INDEPENDENT,'4837440,801 N 1ST ST,ROBSTOWN,78380-2608,2480,'178909105,617
'178,NUECES COUNTY,'02,'20,'02,'178912,TULOSO-MIDWAY ISD,INDEPENDENT,'4843350,P O BOX 10900,CORPUS CHRISTI,78460-0900,3750,'178912001,1065
'178,NUECES COUNTY,'02,'20,'02,'178912,TULOSO-MIDWAY ISD,INDEPENDENT,'4843350,P O BOX 10900,CORPUS CHRISTI,78460-0900,3750,'178912002,-1
'178,NUECES COUNTY,'02,'20,'02,'178912,TULOSO-MIDWAY ISD,INDEPENDENT,'4843350,P O BOX 10900,CORPUS CHRISTI,78460-0900,3750,'178912003,-1
'178,NUECES COUNTY,'02,'20,'02,'178912,TULOSO-MIDWAY ISD,INDEPENDENT,'4843350,P O BOX 10900,CORPUS CHRISTI,78460-0900,3750,'178912041,858
'178,NUECES COUNTY,'02,'20,'02,'178912,TULOSO-MIDWAY ISD,INDEPENDENT,'4843350,P O BOX 10900,CORPUS CHRISTI,78460-0900,3750,'178912101,955
'178,NUECES COUNTY,'02,'20,'02,'178912,TULOSO-MIDWAY ISD,INDEPENDENT,'4843350,P O BOX 10900,CORPUS CHRISTI,78460-0900,3750,'178912104,830
'178,NUECES COUNTY,'02,'02,'02,'178913,BANQUETE ISD,INDEPENDENT,'4809410,P O BOX 369,BANQUETE,78339-0369,859,'178913001,284
'178,NUECES COUNTY,'02,'02,'02,'178913,BANQUETE ISD,INDEPENDENT,'4809410,P O BOX 369,BANQUETE,78339-0369,859,'178913002,0
'178,NUECES COUNTY,'02,'02,'02,'178913,BANQUETE ISD,INDEPENDENT,'4809410,P O BOX 369,BANQUETE,78339-0369,859,'178913041,209
'178,NUECES COUNTY,'02,'02,'02,'178913,BANQUETE ISD,INDEPENDENT,'4809410,P O BOX 369,BANQUETE,78339-0369,859,'178913101,366
'178,NUECES COUNTY,'02,'02,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,'4819380,2505 WALDRON RD,CORPUS CHRISTI,78418-4798,5546,'178914001,1879
'178,NUECES COUNTY,'02,'02,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,'4819380,2505 WALDRON RD,CORPUS CHRISTI,78418-4798,5546,'178914004,-1
'178,NUECES COUNTY,'02,'02,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,'4819380,2505 WALDRON RD,CORPUS CHRISTI,78418-4798,5546,'178914041,937
'178,NUECES COUNTY,'02,'02,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,'4819380,2505 WALDRON RD,CORPUS CHRISTI,78418-4798,5546,'178914101,736
'178,NUECES COUNTY,'02,'02,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,'4819380,2505 WALDRON RD,CORPUS CHRISTI,78418-4798,5546,'178914103,714
